Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
Idea,Indoor,Unknown,4,Satisfactory,18.2204236,76.2611273,Maharashtra
RJio,Indoor,4G,4,Satisfactory,26.3571568,75.9327152,Rajasthan
Vodafone,Outdoor,3G,5,Satisfactory,19.11115,73.0167686,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,26.3571568,75.9327152,Rajasthan
BSNL,Indoor,4G,5,Satisfactory,11.3667309,77.7484681,Tamil Nadu
RJio,Indoor,4G,4,Satisfactory,19.7320878,75.1258965,Maharashtra
BSNL,Indoor,3G,5,Satisfactory,17.434132173,78.400651809,Telangana
Vodafone,Outdoor,3G,5,Satisfactory,19.1112528,73.0167445,Maharashtra
Vodafone,Travelling,4G,5,Satisfactory,26.86101652,75.79557852,Rajasthan
Idea,Outdoor,3G,1,Call Dropped,23.2375014,77.4352382,Madhya Pradesh
BSNL,Indoor,3G,1,Poor Voice Quality,30.8957662,75.8335879,Punjab
RJio,Indoor,4G,1,Poor Voice Quality,19.7320878,75.1258965,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,23.02849936,72.55587228,Gujarat
RJio,Indoor,4G,5,Satisfactory,30.690862890,76.728771720,Punjab
Vodafone,Indoor,3G,3,Call Dropped,23.554188035,72.620014178,Gujarat
RJio,Outdoor,4G,4,Satisfactory,26.3571568,75.9327152,Rajasthan
Tata,Travelling,3G,1,Poor Voice Quality,29.29134023,77.94063679,Uttar Pradesh
Airtel,Travelling,3G,5,Satisfactory,12.98969304,77.66486098,Karnataka
RJio,Indoor,4G,4,Satisfactory,19.7320878,75.1258965,Maharashtra
BSNL,Outdoor,Unknown,5,Satisfactory,22.60374346,88.4244314,West Bengal
BSNL,Outdoor,Unknown,5,Satisfactory,22.60374346,88.4244314,West Bengal
BSNL,Outdoor,Unknown,4,Satisfactory,22.60374346,88.4244314,West Bengal
BSNL,Travelling,Unknown,5,Satisfactory,22.60374346,88.4244314,West Bengal
BSNL,Outdoor,Unknown,4,Satisfactory,22.60374346,88.4244314,West Bengal
BSNL,Outdoor,Unknown,4,Satisfactory,22.60374346,88.4244314,West Bengal
BSNL,Outdoor,Unknown,4,Satisfactory,22.60374346,88.4244314,West Bengal
BSNL,Travelling,3G,4,Satisfactory,23.5353369,87.2973103,West Bengal
BSNL,Travelling,4G,5,Satisfactory,23.6699534,87.0330481,West Bengal
BSNL,Travelling,4G,5,Satisfactory,23.6699774,87.0329912,West Bengal
BSNL,Outdoor,4G,4,Satisfactory,23.6699824,87.0330201,West Bengal
BSNL,Outdoor,4G,5,Satisfactory,23.6726304,87.0285373,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,23.02840441,72.55589759,Gujarat
Idea,Indoor,Unknown,5,Satisfactory,28.434743458,74.479702182,Rajasthan
RJio,Indoor,4G,2,Poor Voice Quality,22.6840533,72.8592638,Gujarat
RJio,Indoor,4G,3,Satisfactory,22.6840533,72.8592638,Gujarat
Idea,Indoor,Unknown,3,Poor Voice Quality,18.5497359,73.7652528,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,12.97351124,77.72134524,Karnataka
RJio,Indoor,4G,1,Poor Voice Quality,17.4724246,78.385618,Telangana
Vodafone,Travelling,2G,4,Satisfactory,28.549976,77.2526834,Uttar Pradesh
BSNL,Indoor,3G,5,Satisfactory,28.035618440,77.597788327,Uttar Pradesh
Vodafone,Outdoor,3G,5,Satisfactory,18.97038875,72.84198825,Maharashtra
Vodafone,Indoor,3G,5,Satisfactory,18.97072727,72.84003045,Maharashtra
RJio,Indoor,4G,1,Call Dropped,28.6928888,77.1836936,NCT
RJio,Indoor,4G,5,Satisfactory,22.24749025,84.81209692,Odisha
RJio,Indoor,4G,1,Poor Voice Quality,17.4724246,78.385618,Telangana
Vodafone,Indoor,3G,5,Satisfactory,22.5832023,88.3783145,West Bengal
Vodafone,Indoor,3G,5,Satisfactory,22.5832023,88.3783175,West Bengal
Vodafone,Indoor,3G,5,Satisfactory,22.5818616,88.3770781,West Bengal
RJio,Indoor,4G,4,Satisfactory,19.7366475,75.1452523,Maharashtra
RJio,Indoor,4G,3,Satisfactory,17.46969498,78.38520824,Telangana
RJio,Indoor,4G,3,Satisfactory,16.52390593,80.67743247,Andhra Pradesh
Airtel,Indoor,4G,1,Poor Voice Quality,18.6208584,73.86451697,Maharashtra
Airtel,Indoor,4G,1,Poor Voice Quality,18.62182495,73.87090787,Maharashtra
Airtel,Indoor,4G,1,Poor Voice Quality,18.62182495,73.87090787,Maharashtra
Vodafone,Indoor,4G,2,Call Dropped,23.5541893,72.620128,Gujarat
Vodafone,Indoor,4G,5,Satisfactory,28.537999209,77.347651418,Uttar Pradesh
RJio,Indoor,4G,2,Poor Voice Quality,13.1143839,77.6357646,Karnataka
RJio,Indoor,4G,5,Satisfactory,30.121871686,76.869661234,Haryana
Vodafone,Travelling,4G,5,Satisfactory,27.01705569,75.76947031,Rajasthan
Vodafone,Travelling,3G,5,Satisfactory,27.08274346,75.74530851,Rajasthan
Vodafone,Indoor,3G,5,Satisfactory,27.16207925,75.71156651,Rajasthan
Vodafone,Travelling,4G,5,Satisfactory,27.16232951,75.71131699,Rajasthan
Vodafone,Travelling,3G,5,Satisfactory,27.16232951,75.71131699,Rajasthan
Vodafone,Indoor,3G,5,Satisfactory,26.95128403,75.77147385,Rajasthan
Vodafone,Travelling,3G,5,Satisfactory,26.83917489,75.80633101,Rajasthan
Vodafone,Indoor,3G,5,Satisfactory,26.84349857,75.7941392,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,26.84349857,75.7941392,Rajasthan
Vodafone,Indoor,3G,5,Satisfactory,26.84346393,75.79407898,Rajasthan
Vodafone,Travelling,4G,5,Satisfactory,26.90196338,75.74128677,Rajasthan
Vodafone,Outdoor,3G,5,Satisfactory,27.17236135,75.72870729,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,27.17236135,75.72870729,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,27.17236135,75.72870729,Rajasthan
Vodafone,Indoor,2G,5,Satisfactory,27.17236135,75.72870729,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,27.17236135,75.72870729,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,27.17236135,75.72870729,Rajasthan
Vodafone,Outdoor,Unknown,5,Satisfactory,27.17236135,75.72870729,Rajasthan
Vodafone,Outdoor,3G,5,Satisfactory,27.16467013,75.7216741,Rajasthan
Vodafone,Outdoor,3G,5,Satisfactory,27.16198157,75.71139492,Rajasthan
Vodafone,Indoor,3G,5,Satisfactory,26.90196338,75.74128677,Rajasthan
Vodafone,Indoor,3G,5,Satisfactory,26.90196338,75.74128677,Rajasthan
Vodafone,Outdoor,3G,5,Satisfactory,26.90196338,75.74128677,Rajasthan
Vodafone,Outdoor,3G,5,Satisfactory,26.90196338,75.74128677,Rajasthan
Vodafone,Indoor,3G,5,Satisfactory,26.90196338,75.74128677,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,27.17205418,75.72839785,Rajasthan
Vodafone,Indoor,3G,5,Satisfactory,27.16190368,75.71144552,Rajasthan
Vodafone,Indoor,3G,5,Satisfactory,27.16190368,75.71144552,Rajasthan
Vodafone,Travelling,3G,5,Satisfactory,27.16221947,75.71113486,Rajasthan
Vodafone,Indoor,3G,5,Satisfactory,27.16221947,75.71113486,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,27.16221947,75.71113486,Rajasthan
Vodafone,Indoor,3G,5,Satisfactory,27.16221947,75.71113486,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,27.16221947,75.71113486,Rajasthan
Vodafone,Indoor,3G,5,Satisfactory,27.16543401,75.71756745,Rajasthan
Vodafone,Travelling,4G,5,Satisfactory,27.16543401,75.71756745,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,27.16543401,75.71756745,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,27.16543401,75.71756745,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,27.16543401,75.71756745,Rajasthan
Vodafone,Indoor,3G,5,Satisfactory,27.16543401,75.71756745,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,27.16543401,75.71756745,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,27.16543401,75.71756745,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,27.16543401,75.71756745,Rajasthan
RJio,Indoor,4G,5,Satisfactory,19.497906,77.6552231,Maharashtra
Vodafone,Travelling,4G,5,Satisfactory,28.52922,77.287545,Uttar Pradesh
BSNL,Indoor,Unknown,3,Satisfactory,22.5812662,88.4435682,West Bengal
RJio,Indoor,4G,5,Satisfactory,30.2729168,78.078369,Uttarakhand
Airtel,Indoor,4G,1,Poor Voice Quality,18.6521493,73.7832259,Maharashtra
RJio,Indoor,4G,5,Satisfactory,22.49388253,88.38047315,West Bengal
RJio,Indoor,4G,2,Poor Voice Quality,22.5446311,88.3527715,West Bengal
RJio,Indoor,4G,2,Poor Voice Quality,22.6840533,72.8592638,Gujarat
RJio,Travelling,4G,1,Poor Voice Quality,17.4724246,78.385618,Telangana
RJio,Indoor,4G,3,Satisfactory,22.5446178,88.3527758,West Bengal
Vodafone,Indoor,3G,5,Satisfactory,26.89079451,75.75242285,Rajasthan
RJio,Indoor,4G,3,Satisfactory,16.52390593,80.67743247,Andhra Pradesh
BSNL,Indoor,Unknown,4,Satisfactory,23.821605,87.730251667,West Bengal
Airtel,Indoor,4G,1,Poor Voice Quality,18.6521493,73.7832259,Maharashtra
Idea,Travelling,4G,2,Poor Voice Quality,19.2271332,73.0877957,Maharashtra
Idea,Outdoor,Unknown,4,Satisfactory,26.3571568,75.9327152,Rajasthan
RJio,Indoor,4G,4,Satisfactory,20.2393267,85.7854047,Odisha
Airtel,Travelling,Unknown,5,Satisfactory,12.98034767,80.22927304,Tamil Nadu
Airtel,Indoor,3G,1,Call Dropped,19.1838266,72.8315631,Maharashtra
Idea,Indoor,Unknown,1,Poor Voice Quality,18.2204236,76.2611273,Maharashtra
Idea,Indoor,4G,1,Poor Voice Quality,18.2185288,76.2350573,Maharashtra
RJio,Indoor,4G,5,Satisfactory,25.5923083,91.9414523,Meghalaya
Idea,Travelling,4G,3,Poor Voice Quality,18.2435169,76.5121964,Maharashtra
Vodafone,Indoor,4G,3,Satisfactory,23.1513915,72.6377746,Gujarat
Idea,Travelling,4G,3,Poor Voice Quality,18.2435169,76.5121964,Maharashtra
BSNL,Indoor,Unknown,5,Satisfactory,11.3667309,77.7484681,Tamil Nadu
Idea,Indoor,4G,2,Poor Voice Quality,18.2162916,76.2741604,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,25.78875292,84.71112343,Bihar
Vodafone,Indoor,3G,5,Satisfactory,26.89079451,75.75242285,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.956123333,75.739605,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.956123333,75.739605,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.956123333,75.739605,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.956123333,75.739605,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.956123333,75.739605,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.956123333,75.739605,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.956123333,75.739605,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.956123333,75.739605,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.956123333,75.739605,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.956123333,75.739605,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.956123333,75.739605,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.956123333,75.739605,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.956123333,75.739605,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.956123333,75.739605,Rajasthan
Vodafone,Outdoor,Unknown,5,Satisfactory,26.956123333,75.739605,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.955296667,75.738301667,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.956103333,75.738956667,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.956103333,75.738956667,Rajasthan
Vodafone,Indoor,3G,5,Satisfactory,26.956103333,75.738956667,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,26.956103333,75.738956667,Rajasthan
Vodafone,Indoor,3G,5,Satisfactory,26.956443333,75.738171667,Rajasthan
Vodafone,Indoor,3G,5,Satisfactory,26.869995,75.78238,Rajasthan
BSNL,Travelling,Unknown,3,Call Dropped,18.4400533,73.79976,Maharashtra
BSNL,Indoor,2G,2,Poor Voice Quality,22.6324713,88.3731325,West Bengal
RJio,Indoor,4G,5,Satisfactory,30.121871686,76.869661234,Haryana
Airtel,Indoor,4G,5,Satisfactory,18.47471842,73.8546206,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.26664616,83.59508597,Odisha
Airtel,Indoor,4G,1,Poor Voice Quality,12.85005784,77.664005,Karnataka
RJio,Indoor,4G,1,Poor Voice Quality,17.4724246,78.385618,Telangana
Vodafone,Indoor,3G,5,Satisfactory,27.16543401,75.71756745,Rajasthan
Airtel,Indoor,4G,1,Poor Voice Quality,18.6521493,73.7832259,Maharashtra
Airtel,Travelling,Unknown,4,Satisfactory,13.1987677,79.0953357,Andhra Pradesh
Idea,Indoor,2G,1,Poor Voice Quality,18.5171259,73.8480349,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,28.68642667,77.30192976,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,22.562742066,88.352751173,West Bengal
Airtel,Indoor,3G,4,Satisfactory,13.06330219,80.22087389,Tamil Nadu
Airtel,Indoor,Unknown,3,Satisfactory,12.22115911,79.05469047,Tamil Nadu
BSNL,Indoor,2G,1,Poor Voice Quality,18.5171259,73.8480349,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,17.4724246,78.385618,Telangana
Vodafone,Travelling,3G,5,Satisfactory,28.52922,77.287545,Uttar Pradesh
RJio,Outdoor,4G,3,Poor Voice Quality,22.5415099,71.6330338,Gujarat
Idea,Indoor,4G,4,Satisfactory,18.51974783,73.83902415,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,22.6840533,72.8592638,Gujarat
RJio,Indoor,4G,5,Satisfactory,19.0597316,72.8460908,Maharashtra
RJio,Indoor,4G,5,Satisfactory,25.5923008,91.941443,Meghalaya
BSNL,Indoor,3G,5,Satisfactory,28.035618440,77.597788327,Uttar Pradesh
RJio,Indoor,4G,1,Call Dropped,19.01610972,72.85615862,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,19.01610972,72.85615862,Maharashtra
Vodafone,Indoor,3G,1,Call Dropped,23.5541829,72.6201065,Gujarat
RJio,Indoor,4G,5,Satisfactory,22.49388253,88.38047315,West Bengal
RJio,Indoor,4G,5,Satisfactory,25.5923204,91.941431,Meghalaya
RJio,Outdoor,4G,4,Satisfactory,26.3571568,75.9327152,Rajasthan
RJio,Indoor,4G,4,Satisfactory,26.9240017,80.9436729,Uttar Pradesh
Vodafone,Indoor,3G,2,Poor Voice Quality,28.551348183,77.263942988,Uttar Pradesh
Airtel,Indoor,4G,1,Poor Voice Quality,18.6521493,73.7832259,Maharashtra
RJio,Indoor,Unknown,5,Satisfactory,23.02739776,72.6400546,Gujarat
RJio,Indoor,4G,3,Satisfactory,16.52390593,80.67743247,Andhra Pradesh
Airtel,Indoor,4G,1,Poor Voice Quality,12.9613484,77.5265626,Karnataka
RJio,Indoor,4G,5,Satisfactory,12.98034767,80.22927304,Tamil Nadu
BSNL,Indoor,Unknown,5,Satisfactory,11.3667309,77.7484681,Tamil Nadu
Idea,Travelling,Unknown,5,Satisfactory,26.86127538,75.79563576,Rajasthan
BSNL,Indoor,4G,5,Satisfactory,11.3667309,77.7484681,Tamil Nadu
Vodafone,Indoor,4G,1,Call Dropped,23.554188035,72.620014178,Gujarat
Idea,Outdoor,Unknown,4,Satisfactory,17.006108011,82.247156817,Andhra Pradesh
Vodafone,Indoor,4G,5,Satisfactory,26.89079451,75.75242285,Rajasthan
Airtel,Indoor,3G,5,Satisfactory,12.85005784,77.664005,Karnataka
Vodafone,Indoor,4G,5,Satisfactory,26.89079451,75.75242285,Rajasthan
Vodafone,Travelling,3G,5,Satisfactory,26.86127538,75.79563576,Rajasthan
Airtel,Indoor,4G,1,Poor Voice Quality,18.6521493,73.7832259,Maharashtra
Vodafone,Indoor,4G,5,Satisfactory,28.5189638,77.2795577,Uttar Pradesh
Vodafone,Indoor,3G,5,Satisfactory,19.0214931,72.8343529,Maharashtra
Vodafone,Indoor,3G,5,Satisfactory,19.0214931,72.8343529,Maharashtra
Idea,Indoor,4G,5,Satisfactory,18.5152079,73.68392864,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,19.07074952,72.87207678,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,19.07074952,72.87207678,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,19.06666893,72.87809345,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,19.07074952,72.87207678,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,19.06666893,72.87809345,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,18.97616389,72.83337366,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,18.97601412,72.83342784,Maharashtra
Idea,Indoor,4G,4,Satisfactory,17.39410115,78.44160246,Telangana
Vodafone,Outdoor,3G,5,Satisfactory,18.97258344,72.83551241,Maharashtra
RJio,Indoor,4G,1,Call Dropped,17.4724246,78.385618,Telangana
Vodafone,Indoor,4G,5,Satisfactory,27.16543401,75.71756745,Rajasthan
Vodafone,Indoor,3G,5,Satisfactory,18.97101202,72.83783094,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,19.01861631,72.84105781,Maharashtra
Vodafone,Travelling,3G,5,Satisfactory,19.0214931,72.8343529,Maharashtra
Vodafone,Indoor,3G,3,Poor Voice Quality,18.5164264,73.8494414,Maharashtra
BSNL,Indoor,Unknown,5,Satisfactory,28.035618440,77.597788327,Uttar Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,17.4724246,78.385618,Telangana
RJio,Indoor,4G,5,Satisfactory,19.05970937,72.84499821,Maharashtra
Vodafone,Travelling,3G,2,Poor Voice Quality,19.2271656,73.0878445,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,12.34379959,77.20134952,Karnataka
RJio,Outdoor,4G,4,Satisfactory,12.96192397,77.5332418,Karnataka
RJio,Indoor,4G,4,Satisfactory,26.1920974,78.1581682,Madhya Pradesh
RJio,Indoor,4G,5,Satisfactory,21.17928993,72.72878565,Gujarat
Vodafone,Indoor,4G,1,Call Dropped,23.5529298,72.617891,Gujarat
Vodafone,Indoor,3G,5,Satisfactory,19.11069704,73.01589795,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,28.82395118,77.56441407,Uttar Pradesh
RJio,Indoor,3G,4,Satisfactory,28.8465668,77.58195945,Uttar Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,17.4724246,78.385618,Telangana
RJio,Indoor,4G,3,Satisfactory,22.6840533,72.8592638,Gujarat
Airtel,Outdoor,4G,5,Satisfactory,28.54446885,77.19345233,NCT
Idea,Indoor,4G,2,Poor Voice Quality,19.2433893,73.0372165,Maharashtra
Idea,Indoor,4G,2,Poor Voice Quality,19.242978,73.0370178,Maharashtra
Idea,Indoor,4G,2,Poor Voice Quality,19.243056,73.0369758,Maharashtra
Idea,Indoor,4G,2,Poor Voice Quality,19.2430413,73.0369845,Maharashtra
Airtel,Indoor,4G,1,Poor Voice Quality,18.6521493,73.7832259,Maharashtra
Idea,Indoor,4G,2,Poor Voice Quality,19.2273622,73.0877452,Maharashtra
Idea,Indoor,4G,2,Poor Voice Quality,19.2271857,73.0878492,Maharashtra
Idea,Indoor,4G,2,Poor Voice Quality,19.2274011,73.0877372,Maharashtra
Idea,Indoor,4G,2,Poor Voice Quality,19.2271508,73.0878497,Maharashtra
Idea,Indoor,4G,2,Poor Voice Quality,19.243368,73.0377771,Maharashtra
Vodafone,Indoor,3G,5,Satisfactory,27.16543401,75.71756745,Rajasthan
RJio,Indoor,4G,1,Poor Voice Quality,17.4724246,78.385618,Telangana
RJio,Indoor,4G,5,Satisfactory,28.74534895,77.11523128,NCT
RJio,Indoor,4G,1,Poor Voice Quality,27.183086,77.978683,Uttar Pradesh
Vodafone,Travelling,4G,4,Satisfactory,22.635422,88.439607,West Bengal
RJio,Indoor,4G,5,Satisfactory,30.2729168,78.078369,Uttarakhand
RJio,Indoor,4G,3,Satisfactory,22.6840533,72.8592638,Gujarat
Airtel,Indoor,3G,1,Poor Voice Quality,28.7486932,77.1364721,NCT
Airtel,Indoor,3G,1,Poor Voice Quality,28.750021,77.1381073,NCT
Vodafone,Indoor,4G,5,Satisfactory,27.16543401,75.71756745,Rajasthan
Vodafone,Indoor,4G,4,Satisfactory,22.63565927,88.43999716,West Bengal
RJio,Travelling,4G,2,Poor Voice Quality,26.4009852,87.2648365,Bihar
RJio,Indoor,4G,1,Poor Voice Quality,17.4724246,78.385618,Telangana
RJio,Indoor,4G,2,Poor Voice Quality,25.78875292,84.71112343,Bihar
Airtel,Indoor,Unknown,3,Satisfactory,17.4918949,78.3887073,Telangana
Airtel,Indoor,Unknown,3,Satisfactory,17.4918949,78.3887073,Telangana
RJio,Indoor,4G,3,Satisfactory,17.4918949,78.3887073,Telangana
Vodafone,Indoor,4G,1,Call Dropped,23.5541833,72.6201128,Gujarat
Vodafone,Indoor,3G,3,Satisfactory,18.99559631,72.83112835,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,22.6840533,72.8592638,Gujarat
Vodafone,Indoor,4G,4,Satisfactory,22.63565927,88.43999716,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,22.63565927,88.43999716,West Bengal
RJio,Travelling,4G,3,Satisfactory,17.4918949,78.3887073,Telangana
Tata,Travelling,3G,3,Poor Voice Quality,29.29134023,77.94063679,Uttar Pradesh
Idea,Indoor,3G,1,Poor Voice Quality,11.25553117,75.7870388,Kerala
RJio,Travelling,4G,5,Satisfactory,21.3476468,83.6014752,Odisha
Airtel,Indoor,4G,4,Satisfactory,12.973849174,77.721211386,Karnataka
RJio,Travelling,4G,5,Satisfactory,18.5040751,73.9461283,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,28.5868197,76.9965911,NCT
Vodafone,Indoor,4G,4,Satisfactory,23.02840441,72.55589759,Gujarat
RJio,Outdoor,4G,5,Satisfactory,18.5040751,73.9461283,Maharashtra
Idea,Indoor,3G,1,Poor Voice Quality,11.25553117,75.7870388,Kerala
RJio,Outdoor,4G,5,Satisfactory,19.084727614,72.891479509,Maharashtra
Vodafone,Indoor,Unknown,4,Satisfactory,18.475581667,73.814376667,Maharashtra
Idea,Outdoor,4G,4,Satisfactory,18.554368333,73.821923333,Maharashtra
Idea,Outdoor,4G,4,Satisfactory,18.554368333,73.821923333,Maharashtra
Airtel,Indoor,Unknown,1,Poor Voice Quality,28.632695,77.209283333,NCT
Airtel,Indoor,4G,5,Satisfactory,12.85005784,77.664005,Karnataka
RJio,Indoor,4G,1,Poor Voice Quality,19.0434208,72.874487,Maharashtra
RJio,Outdoor,4G,3,Satisfactory,16.52390593,80.67743247,Andhra Pradesh
RJio,Indoor,4G,3,Satisfactory,22.6840533,72.8592638,Gujarat
Airtel,Outdoor,2G,1,Poor Voice Quality,28.67160739,77.19270418,NCT
Airtel,Indoor,2G,2,Poor Voice Quality,28.67160739,77.19270418,NCT
Vodafone,Indoor,4G,4,Satisfactory,22.5753839,88.4011998,West Bengal
RJio,Outdoor,4G,4,Satisfactory,26.198598333,91.775933333,Assam
RJio,Indoor,4G,5,Satisfactory,22.4742115,88.3930103,West Bengal
Airtel,Indoor,3G,1,Call Dropped,19.1838282,72.831769,Maharashtra
Airtel,Travelling,4G,3,Satisfactory,13.1616954,79.039549,Andhra Pradesh
RJio,Indoor,4G,5,Satisfactory,18.61268291,73.87301693,Maharashtra
RJio,Indoor,4G,4,Satisfactory,22.562742066,88.352751173,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,23.02840441,72.55589759,Gujarat
BSNL,Outdoor,4G,4,Satisfactory,18.50913645,73.84619516,Maharashtra
RJio,Indoor,4G,5,Satisfactory,20.309459134,85.818791371,Odisha
Vodafone,Indoor,3G,5,Satisfactory,27.16543401,75.71756745,Rajasthan
RJio,Indoor,4G,5,Satisfactory,21.18009697,72.72906655,Gujarat
Vodafone,Indoor,4G,5,Satisfactory,26.89079451,75.75242285,Rajasthan
RJio,Indoor,4G,5,Satisfactory,21.18053874,72.72922847,Gujarat
RJio,Indoor,4G,4,Satisfactory,18.4774348,73.8186315,Maharashtra
Vodafone,Indoor,3G,2,Call Dropped,18.5154819,73.8468684,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,19.0291072,72.861475,Maharashtra
RJio,Indoor,4G,5,Satisfactory,21.18034228,72.72888539,Gujarat
RJio,Indoor,4G,5,Satisfactory,25.5923204,91.941431,Meghalaya
Airtel,Indoor,3G,1,Poor Voice Quality,28.750703,77.1350339,NCT
RJio,Indoor,4G,4,Satisfactory,28.5044863,77.0632634,Haryana
RJio,Indoor,4G,4,Satisfactory,28.5045191,77.0633057,Haryana
Idea,Indoor,4G,4,Satisfactory,28.5045004,77.0632352,Haryana
RJio,Outdoor,4G,1,Poor Voice Quality,25.450188392,81.859689751,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,19.0291072,72.861475,Maharashtra
Idea,Outdoor,Unknown,5,Satisfactory,18.4502089,73.8578331,Maharashtra
Idea,Indoor,4G,5,Satisfactory,18.4534132,73.8575275,Maharashtra
Idea,Outdoor,Unknown,5,Satisfactory,18.46508302,73.86525093,Maharashtra
Idea,Outdoor,4G,5,Satisfactory,18.4502719,73.8574087,Maharashtra
Idea,Indoor,Unknown,4,Satisfactory,18.46508302,73.86525093,Maharashtra
Idea,Outdoor,Unknown,3,Poor Voice Quality,18.48585711,73.85776843,Maharashtra
Idea,Indoor,Unknown,3,Poor Voice Quality,18.4502096,73.857345,Maharashtra
Idea,Outdoor,Unknown,5,Satisfactory,18.4750554,73.8615449,Maharashtra
Idea,Outdoor,Unknown,5,Satisfactory,18.4750554,73.8615449,Maharashtra
RJio,Indoor,4G,5,Satisfactory,18.4502898,73.8574927,Maharashtra
Idea,Indoor,4G,5,Satisfactory,18.4501725,73.8575016,Maharashtra
Idea,Indoor,4G,4,Satisfactory,18.533556096,73.877532214,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,22.6840533,72.8592638,Gujarat
Idea,Travelling,Unknown,5,Satisfactory,26.86127538,75.79563576,Rajasthan
Airtel,Indoor,Unknown,3,Satisfactory,12.22115911,79.05469047,Tamil Nadu
Airtel,Indoor,3G,4,Satisfactory,21.17308057,79.10056153,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,12.94151664,77.5768223,Karnataka
Airtel,Indoor,4G,4,Satisfactory,12.94151664,77.5768223,Karnataka
Airtel,Indoor,4G,4,Satisfactory,12.93960331,77.57737248,Karnataka
Airtel,Outdoor,4G,4,Satisfactory,12.9392013,77.57688202,Karnataka
RJio,Indoor,4G,4,Satisfactory,22.562742066,88.352751173,West Bengal
Airtel,Indoor,3G,4,Satisfactory,28.634023345,77.311749710,Uttar Pradesh
Airtel,Travelling,3G,3,Satisfactory,13.1616954,79.039549,Andhra Pradesh
Vodafone,Indoor,3G,5,Satisfactory,22.5832023,88.3783175,West Bengal
